animalid,birthdate,animaltype,color,weight,location
98e83ea00fa39c,04/09/2019,Dog,White,36.0,Austin
60e5685efa660d,06/28/2013,Dog,Tan/White,9.0,Fort Worth
764cd088bb07fa,10/02/2017,Cat,Black/White,6.0,Houston
2372c4ff6f131e,10/19/2013,Cat,Black,5.0,Austin
a73ea8dddd738a,10/13/2019,Dog,Black/White,8.0,San Antonio
4c7d24fe20a133,04/23/2006,Dog,White,45.0,Austin
366180c1f85c07,03/27/2017,Dog,Black/Tan,49.0,Dallas
cbe0e1084240c4,06/22/2013,Cat,Tortie,7.0,San Antonio
328591d47bff4c,09/22/2015,Cat,Black/White,4.0,Dallas
ca523aec7768c0,09/19/2009,Dog,Brown,23.0,Austin
f776b95d5209f6,11/05/2009,Dog,Black/White,31.0,San Antonio
e2667564b961b0,04/29/2002,Cat,Brown Tabby,7.0,Austin
178f1189a06b68,04/17/2014,Cat,Black,3.0,Houston
908e4ede1739d3,03/12/2016,Cat,Blue Tabby,5.0,Dallas
f5d8a07eb2e36a,07/06/2011,Dog,Black/White,42.0,San Antonio
5d0596ddb30f92,03/17/2020,Cat,Black,8.0,Dallas
bfef401e15db37,12/16/2011,Dog,Blue/Gray,14.0,Dallas
a754a3b3de0934,09/27/2015,Dog,Blue Merle,48.0,Dallas
c72f757451d425,07/26/2011,Dog,Black/White,12.0,San Antonio
f911e19b1999b8,04/03/2018,Dog,Tricolor/Brown,27.0,Dallas
75b8e40f5a18d7,11/27/2014,Dog,Sable/White,24.0,Houston
fd218a6a55d434,06/01/2014,Dog,Black Brindle/White,42.0,Dallas
241ba2f5345723,10/12/2012,Dog,Yellow,15.0,Houston
49c6ceec03413b,11/13/2018,Cat,Brown Tabby,3.0,Dallas
ea4647e879b461,08/23/2017,Dog,Brown Brindle/White,16.0,Houston
072b81e6670057,03/06/2015,Dog,Brown/Black,33.0,San Antonio
81d5721d1e6dfe,11/08/2015,Dog,Tricolor,41.0,Fort Worth
ef6be460bd6ab2,07/18/2014,Dog,Black/White,14.0,Houston
09f5ddd6c28f1f,06/11/2014,Cat,Orange Tabby/White,2.0,Fort Worth
e2eae1bae42005,05/06/2018,Cat,Black/White,5.0,Houston
15a14678fe177c,04/21/2017,Cat,Lynx Point,2.0,Fort Worth
e4399a452848ad,10/05/2012,Dog,Tan/White,3.0,Fort Worth
d80050e43ff899,05/01/2016,Dog,Brown Brindle/White,42.0,Dallas
68384b3754c607,06/02/2017,Cat,Black,10.0,Austin
affd376b17c14a,02/15/2013,Dog,Red/White,14.0,San Antonio
0d8e6720d83315,06/01/2014,Dog,Black,37.0,Houston
109b0a1dfc10f1,06/02/2015,Cat,Blue,10.0,Dallas
1d3a6060fb5ab6,02/10/2015,Dog,Brown/White,20.0,Austin
4c475f15519448,05/18/2014,Cat,Blue Tabby,3.0,Houston
9d2d0a5eed393c,08/09/2018,Dog,Black/Brown,14.0,Houston
73d1812b78bded,10/11/2016,Bird,Green/Gray,1.15,San Antonio
9e76b7c05b7085,01/25/2014,Cat,Orange Tabby,5.0,Dallas
7e92aaa315473b,09/17/2012,Dog,Brown,33.0,San Antonio
411faf6edcb2c6,01/26/2016,Cat,Black,5.0,San Antonio
755ecb0cff15b1,01/27/2015,Dog,Brown,34.0,Austin
b45f5e3926570a,04/26/2011,Dog,Blue Merle,6.0,Houston
befa306f7acc40,07/19/2018,Cat,Seal Point,5.0,Houston
281886cb1d2069,01/02/2020,Dog,Black/White,41.0,Dallas
babf92a1912f1e,06/01/2018,Dog,Tan/Cream,5.0,Dallas
05d68824b55c71,04/05/2018,Dog,Black/Tan,19.0,Dallas
188b6a47a89a5e,08/05/2013,Cat,Brown Tabby,2.0,Austin
56817beeb85e82,08/15/2014,Cat,Orange Tabby,8.0,San Antonio
08cffa5f781639,10/10/2007,Dog,White,18.0,Fort Worth
08602ad35dacb3,04/28/2019,Cat,White/Black,2.0,Austin
18fc0f2c8b515b,05/05/2018,Cat,Torbie,7.0,Austin
cb7a3f66359570,05/01/2010,Dog,Black/White,40.0,Dallas
8a708c98d09f01,01/03/2009,Dog,Tan/White,14.0,Dallas
cba73f2d1060e8,02/26/2019,Dog,Tricolor,45.0,Houston
5709ed38230ef5,04/07/2019,Cat,Black,9.0,Houston
93f8a5a6c689a4,02/21/2013,Cat,Tortie,2.0,Dallas
fbd78d54ae245e,05/25/2019,Cat,Torbie/White,10.0,Austin
f098838a9ef1f0,09/17/2017,Dog,Red,8.0,San Antonio
ca3f8144e8063a,03/13/2011,Dog,White/Brown,28.0,Fort Worth
e59c4e0a36d29d,01/04/2015,Dog,Yellow,15.0,San Antonio
e8f6b261663949,08/27/2014,Cat,Black/White,6.0,Houston
4c18dd72001186,11/03/2019,Cat,Calico,3.0,San Antonio
cf7e9035af034d,09/12/2014,Cat,Calico,5.0,Dallas
53e65d18048b93,12/31/2018,Dog,Black Smoke/White,35.0,Houston
fb095ca4f51403,11/14/2015,Cat,Black,4.0,Austin
77b2b79a2e8ece,12/17/2017,Dog,White/Brown,48.0,Dallas
442def0d8d9793,08/02/2014,Dog,Red/Tan,11.0,San Antonio
898ac251c50832,03/29/2013,Dog,Brown/White,40.0,Austin
c275c1d6da8809,04/04/2017,Cat,Black,8.0,Fort Worth
bf99176b878802,12/31/2015,Cat,Blue/White,4.0,Austin
061b17dad72b4b,06/14/2015,Dog,Fawn/White,10.0,San Antonio
0557634ae867ca,10/01/1996,Cat,Brown Tabby/White,3.0,Houston
40e4fd5b172608,08/07/2006,Dog,Black/Brown,35.0,Houston
089605af08a8a4,03/26/2018,Cat,Gray,5.0,Austin
f940ff936252b4,02/10/2019,Dog,Brown,16.0,Houston
5990b615bdd499,08/18/2014,Cat,Orange Tabby/White,4.0,Austin
7e5d3af8a0759b,06/02/2011,Dog,Black/Tricolor,15.0,Austin
f09f12e83b8468,08/12/2017,Cat,Brown Tabby,8.0,Houston
e4fdb1ea67c03e,12/24/2018,Dog,Gray,31.0,San Antonio
fa06d61f9e9d73,07/12/2011,Dog,White/Brown,32.0,Fort Worth
76ab2fc75f14ac,06/13/2017,Cat,Torbie,3.0,San Antonio
916a581948a7d9,06/16/2017,Dog,Black/White,3.0,Austin
34caf8d14d4b02,03/31/2019,Dog,Red,43.0,Houston
3435d329f8693a,12/04/2019,Dog,White/Tan,22.0,Austin
c1a76027bc2c18,05/13/2015,Dog,Tricolor,5.0,Austin
666f60aec6bf5a,08/23/2015,Cat,Calico,4.0,Dallas
c0f28c1837c102,08/01/2013,Dog,Chocolate,26.0,Austin
33168ec1bb57b5,01/21/2002,Dog,Brown/White,24.0,Fort Worth
a383e4443b8d80,08/18/2016,Cat,Cream Tabby/White,9.0,San Antonio
62b4009899e069,06/08/2007,Cat,Brown Tabby/White,9.0,Houston
d0f961198fc687,10/14/2018,Cat,Brown Tabby,2.0,Fort Worth
2740350c84ea3b,02/23/2013,Dog,Black/Tan,18.0,Dallas
1ea45e99eb3b29,04/28/2016,Dog,Tan/White,25.0,Dallas
b12897d1da28cb,06/21/2017,Cat,Orange Tabby,6.0,Dallas
62937d6f411692,08/04/2010,Dog,Tan/White,33.0,Houston
35075b0ebaf215,03/11/2017,Cat,Brown Tabby,7.0,Houston
149835bf710180,08/21/2015,Dog,Tan,21.0,San Antonio
30a7ea6e47481a,04/02/2013,Cat,Black/White,10.0,Fort Worth
a4a5566211415e,09/25/2016,Cat,Blue/White,2.0,Houston
861c3caf28bd17,09/12/2014,Dog,Black/Tan,41.0,Fort Worth
62c2f06ee96224,06/20/2014,Cat,Brown Tabby/White,10.0,San Antonio
17786be6e77c82,03/02/2019,Dog,Black/White,5.0,Austin
d1544efd26ef1b,08/28/2015,Cat,Brown Tabby,2.0,San Antonio
fdb4379305c337,04/03/2012,Dog,Brown Brindle/White,35.0,Austin
1d5bd7789fa7e9,12/12/2018,Dog,Tan/Black,45.0,Dallas
596972208c420f,12/06/2015,Dog,Black/White,21.0,Austin
d6b5d13dd08f91,08/25/2014,Cat,Chocolate Point/White,6.0,Austin
71ceb92bf7d090,12/30/2015,Dog,Brown/White,48.0,Fort Worth
fa15ee67219d91,01/30/2009,Dog,White/Tan,32.0,Austin
d03d987d582b5a,07/28/2017,Dog,Fawn/White,33.0,San Antonio
448ea499766a2f,12/24/2006,Dog,Chocolate/Tan,29.0,Fort Worth
b0063aa88cc500,09/21/2013,Dog,Black/White,48.0,Dallas
2c6248867ea06f,10/28/2010,Dog,Brown/Black,26.0,Austin
ef54a87e88e512,08/13/2014,Dog,Chocolate/White,8.0,Austin
ae8ec6629cb495,08/13/2016,Dog,White,47.0,Fort Worth
6be6f610efc3cb,04/30/2016,Cat,Calico,8.0,Austin
c433590a8dcdff,03/07/2014,Dog,White/Cream,23.0,Fort Worth
84aefdd7382bd6,08/27/2006,Dog,Cream,45.0,Houston
274231f043cc21,08/11/2012,Dog,Black/Tan,48.0,Austin
389ca9867e4a8d,01/16/2014,Dog,Red Tick,41.0,Houston
e55910060f6faf,11/27/2017,Dog,Tricolor,27.0,Fort Worth
b0069ce686fdeb,02/07/2019,Dog,Blue Tick,14.0,Austin
28eb395b08ef01,01/23/2019,Cat,Lynx Point/White,6.0,Fort Worth
5178c81a2b2139,06/03/2012,Cat,Blue/White,8.0,Dallas
1d04cdf624918d,03/10/2017,Dog,Yellow,11.0,Austin
262d70485706a2,04/17/2019,Cat,Black,10.0,San Antonio
42a71e88ffd16c,09/10/2019,Cat,Calico,8.0,San Antonio
05672310de06b6,11/12/2014,Dog,Tricolor,11.0,Dallas
af33ddc8004dc7,08/29/2010,Dog,Fawn/White,48.0,San Antonio
f8602827876a1b,05/26/2014,Dog,Brown,12.0,Austin
87ae095a0df474,12/12/2017,Dog,Tan/Black,32.0,Houston
145a32168924ee,01/07/2017,Dog,Red,33.0,Fort Worth
ba29a364336d51,12/07/2015,Dog,White,21.0,Houston
db43949c8348a0,02/14/2020,Cat,Blue,5.0,Fort Worth
78fb66482aba41,07/19/2016,Cat,Lynx Point,10.0,Houston
1716808dd4fcbf,10/14/2013,Dog,Tan/White,34.0,Houston
0226acba6062f2,11/22/2012,Cat,Blue Tabby,5.0,Houston
1209b77e4f0ada,07/07/2012,Dog,White,28.0,Houston
4d590f76264325,04/16/2019,Cat,Calico,6.0,Houston
cece31f9f29565,05/28/2018,Dog,Black/White,7.0,Dallas
44ff02d3725bb8,06/03/2018,Dog,Brown Brindle/White,5.0,Austin
a60c589d7cc45d,09/28/2019,Dog,Black/Brown,39.0,Houston
998503b0a1716d,09/29/2014,Cat,White/Black,5.0,Austin
cd94d08d97c976,10/07/2016,Dog,White/Brown,20.0,Dallas
99ea1c9c1dbb53,03/06/2010,Cat,Orange Tabby,3.0,Houston
676d17ab7354f5,08/28/2013,Dog,Brown Brindle,26.0,Houston
294a08fee4f7f1,01/20/2018,Cat,Brown Tabby,4.0,Houston
4eb4d453f7624f,02/01/2015,Cat,Gray/White,2.0,Fort Worth
511633c8af392f,11/07/2016,Cat,Tortie,9.0,Austin
deccf646f0431a,08/08/2015,Dog,Brown,8.0,Fort Worth
10acef0bbdb6c5,08/31/2018,Cat,Orange Tabby,10.0,Houston
0836b01a135109,01/11/2018,Dog,White/Black,30.0,Fort Worth
6cfdb824d7e48d,02/19/2014,Cat,Calico,6.0,Houston
37769b50dedb19,03/05/2008,Dog,Brown/White,47.0,San Antonio
2e13723333a93c,03/21/2014,Dog,Brown/Black,15.0,Fort Worth
ff2b155a0ba481,06/10/2007,Cat,Flame Point,8.0,San Antonio
f4642ece8f9b43,11/12/2018,Dog,Black/White,19.0,San Antonio
ee7e63206fbf4c,05/22/2017,Dog,Black/Tan,38.0,Dallas
4374fe2216b57c,02/15/2010,Dog,Tricolor,14.0,San Antonio
3697bc04f8cbf3,05/28/2014,Dog,Brown/White,16.0,Houston
589a061c850da1,11/02/2006,Dog,Red/Black,39.0,Austin
39d42abeb6a7c9,07/28/2010,Dog,Tricolor,15.0,Fort Worth
4a7ddb77ba4495,05/14/2015,Cat,Blue/White,6.0,Dallas
9b1ed3d87a1484,04/01/2018,Dog,Chocolate,39.0,San Antonio
628e1d182b5741,06/30/2015,Dog,Brown/White,12.0,San Antonio
7c5ff43d19a9b0,08/03/2016,Dog,Black/White,26.0,Dallas
751beb1865a103,04/08/2015,Cat,Brown Tabby/White,9.0,Houston
1a7179b4667343,10/15/2016,Dog,Black/White,39.0,Houston
b5dba074bed775,03/26/2016,Cat,Black/White,4.0,Dallas
794ea6ff0f0513,01/02/2015,Dog,Tan/White,44.0,Houston
84c26bb6e340a7,10/31/2015,Dog,Blue/White,18.0,San Antonio
2ea7a2c58958bc,01/28/2009,Dog,White/Gray,3.0,Houston
9444760861a3b5,08/05/2018,Cat,Black,10.0,Houston
c1b6900515e1fb,11/03/2017,Dog,Brown/Tan,34.0,San Antonio
206d7fa9d45877,08/01/2013,Cat,Blue/White,8.0,Dallas
1183eee70dc183,12/03/2017,Dog,Tricolor,24.0,Dallas
78356a0b0aacd0,06/22/2016,Cat,White/Blue,10.0,Austin
d5c6ed755507f3,12/17/2015,Bird,White,1.77,Austin
b66e85e2349cca,10/17/2012,Cat,Black Tabby/White,9.0,Austin
3f19304027faeb,04/21/2014,Dog,Black,23.0,Fort Worth
788329c72985b9,05/03/2014,Cat,Black/White,4.0,Austin
850a68411d173c,12/04/2014,Dog,Brown/White,23.0,Austin
3648fb2c7ae672,06/02/2016,Cat,Brown Tabby,4.0,San Antonio
8fe3b540fc5333,11/13/2014,Dog,Tricolor,22.0,Houston
cbf5f2058fba8a,03/11/2014,Dog,Blue/White,9.0,Houston
df34aca3e8abc5,08/03/2017,Cat,Brown Tabby,6.0,Houston
532e0518fbafb1,06/24/2017,Dog,White/Tan,24.0,Houston
1adfc65cc49805,04/15/2014,Cat,Blue/White,9.0,Houston
d48a7314d52b3e,04/19/2019,Cat,Brown Tabby,8.0,Houston
490a0acf7d827f,06/06/2016,Cat,Black,7.0,San Antonio
871067ec0e264d,02/06/2012,Dog,Brown/White,44.0,Fort Worth
d2863c004c2694,06/04/2014,Cat,Brown Tabby,3.0,Dallas
0d9891062588b6,04/08/2019,Cat,Brown Tabby,5.0,Austin
897820bb5fd2d6,01/30/2018,Dog,Black/Brown,32.0,Austin
1d078fdfc6ac3a,05/31/2017,Cat,Blue Tabby,10.0,Fort Worth
57866237b5fcf3,06/12/2013,Dog,Tan,15.0,San Antonio
5b1da6e566e77b,12/12/2012,Dog,Brown/Black,43.0,San Antonio
55ee67ec3b6551,02/28/2007,Dog,White/Brown,10.0,Austin
3ba87cc0b70c2b,05/29/2016,Cat,Calico Point,10.0,Austin
b22a6077796fae,03/10/2017,Dog,Tan,37.0,Austin
7053853a91b26a,04/22/2019,Cat,White/Black,6.0,Dallas
cb3bf7f754c8e7,12/01/2015,Dog,Red,3.0,Fort Worth
06e1aaaa24a9fa,03/12/2010,Dog,Silver,18.0,Dallas
a27591da95e34d,01/09/2010,Dog,Black,31.0,Houston
86e6a00bee6d84,09/26/2012,Dog,Fawn,42.0,Fort Worth
4fd996b3a0b238,12/19/2008,Dog,White,19.0,Dallas
60d0a4cce6249e,05/07/2011,Cat,Blue/White,4.0,Dallas
a0b1668331012d,04/25/2012,Dog,Blue/White,45.0,San Antonio
4dff5dcfc13370,05/16/2020,Cat,Lynx Point/White,4.0,Austin
1a0f10b73abc6e,10/23/2006,Dog,Buff,4.0,Fort Worth
fa467479afc3f2,06/24/2017,Dog,Black,49.0,San Antonio
9a5f82fe2279c4,08/29/2020,Cat,Calico,8.0,San Antonio
69da571ce1953e,04/20/2017,Dog,White/Tricolor,31.0,Fort Worth
cfa2fb9f804a2d,03/03/2017,Dog,Black/White,25.0,Austin
8a28086340a167,03/20/2016,Dog,Blue Tick/Tan,49.0,Dallas
d6d4d9d57c89b2,09/26/2005,Dog,Cream,34.0,Austin
a9970676082989,03/28/2012,Dog,Black/White,44.0,Houston
24d14dae22d71e,12/10/2017,Dog,White/Tan,39.0,Austin
abf80b7e061dd7,08/21/2007,Dog,Black/White,19.0,Fort Worth
ae4f08d3494b9b,07/10/2017,Cat,Blue,8.0,Austin
1829fcd2a1ff4b,08/27/2013,Cat,Black,7.0,Austin
3977718ed57ba9,10/23/2011,Dog,White/Black,14.0,Austin
643922cf228226,07/23/2019,Cat,Black/White,10.0,San Antonio
b61a5dbd4d378e,04/10/2014,Dog,Sable/White,32.0,San Antonio
b3d349998e0e75,10/27/2019,Dog,Black/White,23.0,Dallas
c9dcaca24feaab,07/14/2018,Cat,Brown Tabby,9.0,San Antonio
66da94042d5dbd,12/26/2018,Dog,Black/White,28.0,Austin
bcfa1c3b866c3e,04/22/2007,Cat,Calico,3.0,Austin
dc562169fb4cb3,03/31/2010,Cat,Brown Tabby/Black,2.0,San Antonio
0aa6fe0ed3e566,08/03/2012,Dog,Brown,21.0,Dallas
8c3df994c1cf18,05/19/2017,Dog,Tan,5.0,Austin
90c6db1f781b9a,09/13/2012,Dog,Blue/White,16.0,San Antonio
615033e7ef1bdb,12/16/2018,Dog,Black/Brown,18.0,Austin
547fafd912b9d7,06/03/2016,Dog,Tan/White,18.0,Fort Worth
9e3dc42eccdaa0,11/27/2015,Dog,Tan,20.0,Fort Worth
983c194f9b5af9,08/24/2011,Cat,Blue,8.0,Houston
197e53a2815733,03/12/2013,Dog,White/Brown,36.0,San Antonio
4ed88b6f244d6c,04/23/2017,Cat,Blue/White,4.0,Fort Worth
6319d40d6f6c9f,05/23/2015,Cat,Brown Tabby,10.0,Houston
bcfb28157554dd,02/27/2016,Dog,White,28.0,San Antonio
c36619a59a0195,07/18/2010,Dog,Chocolate/White,23.0,San Antonio
1046b03a1fb7f3,12/19/2016,Dog,Brown,45.0,Fort Worth
ef4132a3285bf0,10/15/2015,Dog,White/Brown,8.0,Austin
472d00a0d168a0,12/05/2012,Dog,Chocolate,20.0,Fort Worth
b4263b01b8fbf3,08/21/2015,Cat,Orange Tabby,4.0,Houston
d903bc25360180,05/06/2019,Dog,White/Black,31.0,San Antonio
b333299b953239,09/04/2013,Cat,Blue/White,9.0,Houston
1d6a8e0705b247,12/15/2006,Dog,White/Brown,33.0,Austin
21c05dffbb3aab,05/13/2016,Cat,Blue/White,8.0,Houston
654999f76e5246,12/15/2005,Dog,Brown,36.0,Fort Worth
e4b7435b632941,04/21/2015,Dog,Tan/White,31.0,Austin
aa6107958221b6,03/31/2007,Dog,Tan,17.0,Austin
5dae1dd7819541,01/10/2008,Dog,Black/Gray,31.0,Austin
6ec8e9d9a10458,07/15/2016,Dog,Brown Brindle/White,17.0,Dallas
9536d788d4f608,03/14/2014,Cat,Calico,5.0,San Antonio
9aac107cc653df,10/24/2014,Cat,Calico Point/Gray,2.0,Austin
c62a43cef66314,05/16/2016,Dog,Black/Brown,22.0,Houston
cb5447b8d3a1e0,10/11/2016,Dog,Brown,7.0,Houston
bdabfaebc40f78,02/07/2012,Dog,Black/Tan,45.0,Dallas
16db8394f59136,06/01/2015,Cat,Blue,6.0,San Antonio
7019c04c080dbf,07/23/2017,Dog,Brown/White,48.0,San Antonio
48fefc5ad95adb,10/11/2017,Dog,Tan/White,12.0,San Antonio
4dd1df4cd572e4,12/09/2012,Dog,Tan/White,24.0,Dallas
46a0a9b0a57984,05/30/2015,Dog,Black/White,5.0,Austin
7f942128164bc5,12/04/2009,Dog,Tan,13.0,San Antonio
c1dd259657c984,11/09/2017,Dog,Brown/White,28.0,Houston
93cb7fb9f585b4,09/30/2015,Cat,Brown Tabby,3.0,Austin
bcaf00c46380da,10/24/2017,Dog,Black/Tan,7.0,Houston
b7de45ee3912c8,10/01/2014,Cat,White/Brown Tabby,3.0,Houston
4218b5c7a0a3d6,04/03/2014,Cat,Orange Tabby/White,8.0,Houston
6b6b2171fafab0,10/24/2015,Cat,Black,7.0,Fort Worth
d40bd2c54b961d,02/16/2013,Dog,Tan/Black,48.0,Austin
2b52a7438bed03,10/31/2016,Dog,Blue/White,27.0,Houston
108feddc63700e,05/06/2016,Cat,White/Orange,6.0,Houston
2fa52aa0d27359,05/14/2019,Cat,Blue Tabby,2.0,Austin
3e107dabb33ac2,02/06/2010,Dog,Red,14.0,Houston
d7a0f81b98b662,08/06/2017,Dog,Fawn/White,29.0,Fort Worth
90f4c87404a295,02/03/2015,Dog,White/Tan,35.0,Austin
8c4c73de180d21,04/21/2002,Cat,Cream Tabby,9.0,San Antonio
1be49a21c39031,12/07/2009,Cat,Brown Tabby,7.0,Houston
4204251f44b66c,08/27/2011,Dog,Black,38.0,Austin
a8f78f8dcffa81,04/08/2019,Cat,Brown Tabby,4.0,Dallas
8313e0b21e87d2,11/02/2007,Dog,White,32.0,Austin
b4719467151da2,03/03/2013,Dog,White/Brown,32.0,San Antonio
f08390ac22ad93,02/23/2017,Cat,Brown Tabby/White,7.0,Austin
90e7716aa4a28e,06/06/2017,Cat,Brown Tabby,5.0,Dallas
c752448217d6f7,03/15/2015,Cat,Black,10.0,Houston
d9896096c61497,03/25/2009,Dog,Chocolate,27.0,Austin
4642a4c610bcfc,03/01/2017,Dog,Tricolor,6.0,Fort Worth
b79fa40614c7ed,01/12/2018,Dog,Brown/Black,31.0,San Antonio
4be5cf292d2768,05/06/2020,Cat,Brown Tabby/White,2.0,Fort Worth
aecbcea8310ee9,04/26/2018,Cat,Black,5.0,Dallas
dd5e16e845ceac,08/29/2011,Dog,Black/Brown,47.0,Houston
434c537d07ccc2,04/24/2017,Cat,Blue Tabby,8.0,Houston
341df53c49ae72,11/06/2015,Dog,Tan,25.0,Austin
2c9d829c46c61f,06/26/2020,Cat,Brown Tabby/White,9.0,Dallas
7916c3dd91db2b,11/23/2013,Cat,Cream Tabby,4.0,Dallas
e0210279d8a4e8,10/14/2016,Cat,White/Blue Tabby,10.0,Austin
23b66220cef0c8,04/08/2014,Dog,Black,29.0,Austin
77a404c78aff8f,02/26/2016,Dog,Brown/White,18.0,San Antonio
d2fe03c76f58be,03/20/2016,Cat,Orange Tabby,5.0,Houston
e2fc97108e53f2,02/11/2018,Dog,Tan,40.0,Austin
35e96f07294db7,05/04/2014,Dog,White/Black,45.0,Austin
431a04921d4f2d,04/02/2004,Dog,Red/White,10.0,San Antonio
70795be0102934,06/13/2019,Dog,Red/White,35.0,San Antonio
e834f8d41ea298,11/01/2020,Dog,Brown/Black,38.0,San Antonio
1f11cec2b68b17,04/22/2016,Cat,Calico,5.0,Dallas
49b696371cfb7d,10/06/2015,Dog,Brown Brindle,37.0,San Antonio
90418807afce0f,12/19/2012,Dog,White/Black,41.0,Austin
ca1c71e70b5a76,03/01/2006,Cat,Orange Tabby/White,3.0,Houston
dd5bd3f44c390d,01/23/2017,Cat,Calico,2.0,Austin
2fdd6ac0e79fd7,04/21/2014,Cat,Brown Tabby,5.0,Houston
e031afd0f20a76,04/04/2005,Cat,Orange Tabby,4.0,San Antonio
f3772e16df4aad,04/07/2012,Dog,Black,49.0,Austin
fee66219457a91,11/14/2014,Dog,Blue/White,17.0,Houston
c5296bc51371bd,08/07/2014,Cat,Brown Tabby,6.0,Austin
b7ac910ef13453,04/10/2015,Dog,Brown/White,16.0,Austin
34cf95bf8c77b8,03/04/2017,Dog,Chocolate,17.0,Dallas
353db8cbe3a3ea,12/10/2016,Dog,Black/White,26.0,Houston
8e8cab4eb4e5da,07/09/2002,Cat,Orange Tabby/White,7.0,Austin
538950e48e2ef2,04/22/2014,Dog,White/Brown,16.0,San Antonio
fef678b6cdb978,03/08/2015,Dog,Black/Brown,16.0,Austin
09ed30643b0144,05/03/2013,Dog,Red,28.0,San Antonio
3bd1ca6c4fc722,02/14/2015,Bird,Yellow/Black,0.77,Houston
2b98c169b6bc14,11/27/2011,Dog,Black/White,32.0,Austin
e366ff1be387f3,06/03/2016,Dog,Tan,40.0,Fort Worth
52d814fd1fc1d4,05/17/2019,Cat,Calico,7.0,Dallas
64a3097a496de3,10/01/2015,Cat,Blue,9.0,Dallas
14de677806cdb4,04/10/2020,Cat,Brown Tabby/White,3.0,Austin
4c075f6488a689,06/03/2013,Dog,Tricolor,39.0,Austin
d38d7a97626a99,03/13/2014,Dog,Tan/White,20.0,Austin
cbe782b60690be,05/02/2018,Dog,Brown Merle/White,15.0,San Antonio
7cbf2bfde3f708,07/15/2013,Dog,Black,32.0,San Antonio
d2b99fa7193601,08/31/2016,Cat,Blue Tabby,7.0,San Antonio
028f804edadcf1,05/01/2016,Dog,Brown Brindle/White,7.0,Houston
74228ffdfe76aa,10/20/2018,Cat,Lynx Point,7.0,Houston
ecff084ccac3b7,07/12/2014,Dog,Black/Brown,49.0,Houston
bdc1a79e61ae32,12/21/2016,Dog,Red/White,6.0,Dallas
45ef7376dddf22,03/06/2015,Dog,Tan,9.0,Fort Worth
747cd80203f4d9,07/15/2010,Dog,White/Blue,46.0,Houston
3fc1dc6e4e2ab8,10/08/2018,Dog,Black,33.0,Dallas
aaa3aa1e9b55b1,03/03/2015,Cat,Brown Tabby/White,8.0,Austin
053dc65d7306d6,09/29/2015,Cat,Blue Tabby,6.0,Austin
004ed441eac5fc,10/29/2011,Dog,Black/Black,13.0,Houston
82b3fa7c96d6d8,02/17/2010,Dog,Brown/White,42.0,San Antonio
6f64e79456bef9,05/18/2005,Dog,Yellow,22.0,San Antonio
6c611e8fac00cd,11/07/2014,Cat,Orange Tabby/White,9.0,Austin
f51fdcfdb65768,09/11/2015,Cat,Black/White,10.0,San Antonio
48fb76cca39b8a,11/05/2012,Dog,White/Tan,49.0,San Antonio
09cddc7f5f6ba6,10/19/2011,Dog,Sable/White,26.0,Fort Worth
191f05b489b967,08/23/2019,Cat,Tortie,6.0,Houston
9b893b5a0cf0fe,03/10/2012,Dog,Tricolor,12.0,Austin
a8e777f45850d1,07/24/2015,Cat,Black,10.0,Dallas
584fdb35c13f98,01/20/2017,Dog,Black/Brown,35.0,Dallas
cb8361083fd2e0,05/22/2011,Dog,Black,14.0,Fort Worth
b7146be90f7a4e,08/05/2018,Dog,Blue/White,45.0,Austin
81a3961ef6b944,11/02/2008,Dog,Black,26.0,Austin
6a949d70650fca,01/16/2006,Dog,Brown,30.0,Fort Worth
ec5e49affc3444,03/13/2017,Dog,Tricolor,6.0,Dallas
82f8889319be70,02/08/2015,Cat,Blue,7.0,San Antonio
c6a502e6635456,05/15/2017,Cat,Seal Point,6.0,Houston
c4157786adc7b5,09/02/2014,Cat,White,5.0,Houston
4231dab972014f,10/11/2010,Dog,Fawn/White,48.0,San Antonio
6a4b9ae7b09f03,03/03/2016,Dog,Buff,24.0,Austin
652b1a15ed14af,03/28/2013,Cat,White,5.0,Houston
a9ce72679b893c,11/19/2007,Dog,Black/Gray,15.0,Houston
f81368994cb8a3,11/17/2008,Dog,Black,19.0,San Antonio
b90240abca519a,12/23/2013,Dog,White/Red,12.0,San Antonio
6fe37ed746beb2,04/30/2013,Dog,Black/Tan,7.0,San Antonio
519bd091a2cbcd,03/23/2015,Cat,Tortie,10.0,Fort Worth
b9b57fbcb2170b,06/16/2012,Cat,Black,3.0,Fort Worth
db1f6a6901b210,05/22/2016,Dog,White/Black,9.0,Houston
a5a58559fe1739,06/20/2018,Dog,Red/Cream,35.0,San Antonio
4468083d4a8aca,07/06/2015,Cat,Brown Tabby/White,4.0,Fort Worth
bdf2698ed15108,06/09/2008,Dog,Black/Tan,49.0,San Antonio
4d38a8af8e0850,03/22/2018,Cat,Brown Tabby,8.0,Fort Worth
7805819fc9242d,07/10/2005,Cat,Blue/White,4.0,Austin
928da2fbd35610,04/04/2008,Dog,Tan,29.0,Fort Worth
2eb7dade2f8214,09/18/2016,Dog,Tan/White,18.0,Houston
76660c83c93ef1,11/01/2015,Dog,White,36.0,Fort Worth
3d1abd0162331c,10/21/2012,Dog,Black/White,34.0,Fort Worth
90ae0e695c6e73,05/04/2015,Dog,Cream/Black,48.0,Austin
