sponsorid,id,Birthdate,Outcome,OutcomeSubtype,AnimalType,Color,Weight,Location
2d7d1b6a432a,4346f3df89f69e,04/23/2017,Adoption,,Dog,White/Brown,11.0,Austin
98ce157c4a1c,ffd4883c4cdc33,09/20/2011,Euthanasia,Aggressive,Dog,White/Brown Brindle,4.0,San Antonio
651202da6036,47c45b7091645f,04/27/2014,Transfer,Partner,Dog,Brown/White,40.0,San Antonio
8f1063f5814d,5a073ed6d0b440,01/14/2012,Return to Owner,,Dog,Tan/White,4.0,Dallas
f3a3588325ae,ff33c619e9f501,10/28/2020,Transfer,Partner,Dog,Tan,39.0,Austin
829d53e7f465,4190e4d55c3c57,07/21/2013,Adoption,Foster,Cat,Tortie,7.0,Dallas
8baf0351cd6d,1d5e50637a8e76,09/03/2013,Return to Owner,,Dog,Blue/White,44.0,Houston
2f1ab7574a39,d29bff82fa7145,08/19/2014,Adoption,Foster,Cat,Black/White,4.0,Austin
aa4e97894cf5,90fe42466e7208,09/01/2017,Transfer,Partner,Dog,Tan/White,24.0,Fort Worth
ad9821e169b9,08ec4b65588f59,10/29/2017,Adoption,,Dog,Brown/White,37.0,Dallas
478b8ec84f1a,6cfec789247571,11/14/2011,Return to Owner,,Dog,Red,38.0,Houston
49a7368e02e8,3d8865653ce64d,04/18/2014,Adoption,,Dog,White/Red Merle,7.0,San Antonio
ff6b9f09c3f0,272e3bfae08846,09/22/2014,Transfer,Partner,Dog,White/Black,32.0,Houston
433af1b01c9b,fc57d5ea65e7bc,04/04/2017,Adoption,,Dog,White/Brown,37.0,Houston
adc91cb480b3,d5085db3b402e1,05/01/2017,Adoption,Foster,Cat,Cream Tabby/White,5.0,Fort Worth
b555a4b7cac1,fd9940caebf535,08/17/2018,Transfer,Partner,Dog,Red/White,24.0,Fort Worth
daf60d4d2a67,d306fd7c63bd72,05/24/2013,Adoption,,Cat,Black,9.0,Austin
bd85a486b8ee,3ea1ae96cb1c95,12/19/2012,Transfer,Partner,Cat,Blue Tabby,9.0,Houston
08f8e1e031d0,73454772ea46f5,10/06/2016,Adoption,,Cat,Brown Tabby,9.0,Austin
89b01a771134,3c37ba6ecdbd7b,11/25/2017,Adoption,Foster,Dog,White/Black,13.0,San Antonio
5a93f818cb62,2c76cffc550a87,05/22/2015,Adoption,Foster,Dog,Blue/White,24.0,Austin
72f161769d79,c3ab5b3c671245,08/13/2014,Transfer,Partner,Cat,Blue/White,10.0,Houston
cc573870a293,15ed7e8ddd93fd,03/16/2015,Return to Owner,,Dog,White/Tan,30.0,San Antonio
c52c6dae6c16,a4ee8b17fac7f8,01/05/2020,Transfer,Partner,Dog,Black,9.0,Dallas
cf4aa3ac640f,af283ad5051faf,05/01/2016,Transfer,Partner,Cat,Brown Tabby,5.0,San Antonio
03b0ced69a88,bd6846278eaa99,04/26/2013,Transfer,Partner,Dog,Tricolor,41.0,Austin
64db16c62538,05af17e2e99d65,07/08/2020,Adoption,,Cat,Seal Point,10.0,Fort Worth
a108629186b2,18688ef67d75f1,02/15/2014,Transfer,Partner,Dog,Brown/White,4.0,Austin
8f729156a0b2,70b77c8d8bc177,08/02/2014,Transfer,Partner,Cat,Black/White,10.0,Fort Worth
0c43f3c0a5fc,4bf38b43644b4b,11/28/2015,Adoption,,Dog,Fawn/White,23.0,San Antonio
155ccd93b07a,c19ee9cda5ca61,12/01/2012,Return to Owner,,Dog,Brown/White,17.0,Dallas
603afd88f782,7ad6ab1e81ae45,12/12/2019,Adoption,,Dog,Brown/Black,47.0,Austin
69d5976a0864,fca67980c8e009,05/23/2016,Adoption,,Cat,Black/White,7.0,Austin
2c2693426655,59c9ca263e7718,08/01/2014,Transfer,Partner,Cat,Black/White,3.0,Dallas
41ae553f942b,32963bb04722b4,09/10/2018,Transfer,Partner,Cat,Black,9.0,Houston
7e0951df5d04,3dcd18294bd41b,09/06/2010,Adoption,,Dog,Brown/White,7.0,Houston
2c2078344c7b,ce2d1ba9cb814a,05/21/2012,Adoption,,Cat,Blue,7.0,San Antonio
2821c8c112bb,8e6d7e59e03265,04/23/2013,Return to Owner,,Dog,Brown,17.0,Dallas
9e050ba2b9f1,1de6b2e317f94b,11/25/2019,Adoption,Foster,Dog,Red Tick/White,42.0,Austin
dd02225b5662,4e132a6d014abb,01/01/2019,Transfer,Partner,Cat,Blue/White,4.0,San Antonio
8ec358dd54a6,e8a0373885f8e3,01/31/2006,Return to Owner,,Dog,Black/Tan,37.0,Houston
7e4b5db30f85,9039bdf61a3081,12/10/2012,Return to Owner,,Cat,Silver Tabby,10.0,Fort Worth
cfa1f0e89594,801145d96d33d3,12/31/2015,Adoption,,Dog,White/Brown,19.0,Austin
5f3f7fd703f8,53c04bad7dec38,07/17/2015,Transfer,Partner,Cat,Brown Tabby,9.0,Austin
b79236d79396,0ed0ef21697c67,02/23/2006,Return to Owner,,Cat,Black,3.0,San Antonio
dee4578f5d37,af1dcd521d9637,10/29/2016,Adoption,,Dog,Black/White,42.0,Austin
d3c23ec570a1,fed66fe9bef043,05/07/2017,Transfer,Partner,Cat,Black/White,3.0,Austin
32cc73228dc6,0484f4a3ae564f,03/11/1997,Return to Owner,,Dog,Yellow,42.0,Houston
cfe36de0b9bd,247d9672f37ae5,10/12/2016,Adoption,,Cat,White/Black,4.0,Dallas
fe91c2d4eb63,388a79b18fcc48,02/10/2016,Transfer,Partner,Dog,Tan,31.0,Houston
d4f824c06380,2a17023cb6178d,02/02/2018,Return to Owner,,Dog,Black/White,12.0,Houston
feb4b0a22643,c430875bdf56ae,08/20/2011,Adoption,Foster,Cat,Seal Point,10.0,Fort Worth
c1444e39035b,49575a825a1009,12/02/2019,Transfer,Partner,Dog,Sable,48.0,Austin
b19b92205a48,150a3d33283465,05/23/2006,Adoption,,Dog,Black,33.0,Austin
6c6a413b5b9d,d21ee5207a44f5,12/13/2017,Transfer,Snr,Cat,Orange Tabby,7.0,Austin
8d690f448867,fcd683dc67413c,08/21/2015,Adoption,,Cat,Black,9.0,Austin
7c955570863e,f38f1e73e98690,08/22/2015,Transfer,SCRP,Cat,Brown Tabby/White,3.0,Dallas
1a7db0d19428,bffb1d15c666da,06/18/2013,Adoption,,Dog,Brown/White,25.0,Houston
30bb77217230,31faaebc10a693,03/06/2018,Transfer,Snr,Cat,Calico,4.0,Fort Worth
b61695bebbbe,f14f007eb56e12,05/29/2017,Return to Owner,,Cat,Blue Tabby,8.0,Austin
a8b5fbe456e2,4152fcd9845b2d,07/11/2018,Adoption,,Dog,Black/White,7.0,Fort Worth
59162c464a23,e9475c445d0193,09/23/2015,Transfer,SCRP,Cat,Brown Tabby,4.0,Austin
1e076c4135c6,b565f283957706,06/05/2018,Transfer,Partner,Dog,White/Cream,12.0,San Antonio
062d49c4c52a,abb6d81ddcdeb9,03/31/2004,Adoption,,Cat,Black,7.0,Fort Worth
1b7ff0163d4e,0f8c2ebe615a1e,09/11/2015,Adoption,,Dog,White/Tan,28.0,Houston
93f3e4148583,a957c6a6014743,11/05/2009,Adoption,,Dog,White/Tan,3.0,Houston
89096e4bd221,e2a44c74f1fe70,09/30/2008,Transfer,Partner,Dog,Black/White,22.0,Austin
a2f4ca59c1f0,c7aad7ced443f1,06/28/2014,Transfer,Partner,Dog,Tan,18.0,San Antonio
f44ac0cb1c31,d14d60117e71a5,04/15/2013,Adoption,,Dog,Buff/White,44.0,Austin
e7582bff934b,24c614f8f29289,12/14/2015,Transfer,Partner,Cat,Tortie,5.0,Fort Worth
8804257b1cd6,b7cda8b3e6aa60,04/05/2019,Adoption,Foster,Cat,Torbie,2.0,Houston
904501212fb8,3e076b6d7f736b,04/17/2015,Adoption,Foster,Cat,Tortie,9.0,Austin
8f1eb3639069,db33b4f231b096,04/01/2014,Transfer,SCRP,Cat,Brown Tabby,3.0,Dallas
771932e85463,dccba9a4bd52e7,09/02/2017,Adoption,,Dog,Black/White,47.0,San Antonio
435f61233721,ec42a68b8f6086,12/17/2013,Adoption,Foster,Dog,Black/White,42.0,San Antonio
bc15691e86d0,75fba033992be3,05/23/2019,Transfer,Partner,Cat,Tortie,3.0,Houston
79d92ee4147a,c04afa14cbd704,04/11/2014,Adoption,,Dog,Yellow Brindle/White,4.0,Houston
75dad3fae285,7cdc5526867039,03/30/2016,Adoption,Foster,Dog,White,37.0,Fort Worth
3540e5700e7e,b0feb045a29f38,09/14/2018,Transfer,Partner,Bird,White/Black,1.41,Dallas
e13f9d01f9e0,f0e4c63a98945b,02/08/2018,Adoption,,Dog,Brown/Black,16.0,Dallas
65edf5a8e595,d02e95eae8842a,08/03/2015,Transfer,Partner,Cat,Brown Tabby,9.0,Houston
e3e5cab7a0c5,d16687e6ce6550,08/13/2009,Transfer,Partner,Dog,White/Black,18.0,Austin
aa14f5855acf,41fbda7852fa00,11/01/2014,Adoption,,Dog,Brown Brindle/White,18.0,Houston
70db78af1f4b,ddc3f2faccaf88,06/22/2016,Adoption,,Dog,Brown,21.0,Dallas
1a0563276415,7450a5667fac24,07/01/2016,Adoption,Foster,Cat,Brown Tabby,7.0,San Antonio
c11d2a8f5f8b,26be8d9b35af95,06/09/2012,Transfer,Partner,Dog,Black/Brown,11.0,San Antonio
921888473ec3,6b3de2948a395c,12/28/2015,Adoption,,Cat,Brown Tabby/White,9.0,San Antonio
762eb74783f6,7a4e6b938ed16b,08/30/2019,Transfer,Partner,Cat,Tortie,7.0,Austin
92074faaa3a4,8996db314cc27d,05/23/2009,Return to Owner,,Dog,Black/Brown,47.0,Fort Worth
6050a01f39e1,62935dce50d143,06/08/2014,Transfer,Partner,Cat,Tortie,3.0,San Antonio
0e871442236c,50422efa0f527c,04/27/2015,Adoption,Foster,Cat,Calico,3.0,San Antonio
7b865d10777a,10acef0bbdb6c5,09/16/2016,Adoption,,Cat,Blue Tabby/White,7.0,Fort Worth
0ef3fcf07f66,ac3e28761aea35,03/17/2011,Transfer,Partner,Dog,Yellow,7.0,Dallas
c0366380ecbb,e32665d302a6f6,05/29/2015,Transfer,Partner,Dog,Brown/White,46.0,Fort Worth
a9780a3515ce,38d4e44f7763e2,06/04/2012,Transfer,Partner,Dog,Black/White,9.0,San Antonio
42e36a11eef1,baa6a19588c896,10/23/2014,Transfer,Partner,Dog,White/Blue,26.0,Austin
4fa5296acc03,25f96c833957f1,08/22/2015,Transfer,Partner,Dog,Black,19.0,Houston
9cbb446bbab2,79c5743fdc5967,02/08/2018,Transfer,Partner,Dog,White,10.0,Houston
4fc8dfa81c8c,d621b87ec2cffd,07/15/2016,Transfer,Partner,Cat,Brown Tabby,5.0,Austin
01fb7bc5f5ad,0c718d2fe3a3d8,05/06/2016,Adoption,Foster,Cat,Black,7.0,Houston
78ea335099fd,30bbc43e31ef0f,10/24/2013,Adoption,,Dog,Tan,25.0,Houston
dfeaa9424b1f,11534f60e92f3e,04/01/2017,Adoption,Foster,Cat,Black Smoke,6.0,Houston
bb7dd5e6c57a,6b1febe459c0ff,10/13/2016,Transfer,Partner,Dog,White/Cream,16.0,San Antonio
4161ccf023e4,818eceee00139f,04/15/2012,Adoption,,Dog,Black/Tricolor,46.0,Austin
0331d234b014,8ffab6e26bf89a,02/14/2016,Adoption,,Cat,Calico,7.0,San Antonio
e42c9214bd11,e9ec37299684b8,05/04/2013,Adoption,,Dog,Tan,34.0,Houston
f2b99dfaefe3,e3023222d717c4,09/09/2014,Adoption,,Cat,Brown Tabby,10.0,Fort Worth
f323e3a81e92,c877ddec534a00,07/29/2016,Adoption,,Cat,Brown Tabby/White,5.0,Fort Worth
9c00ce992b39,fe6bc49a482af6,05/25/2018,Adoption,,Dog,Tricolor/Brown,4.0,Houston
da78b4686ee2,7d3b619550ca40,08/23/2020,Adoption,Foster,Cat,Black,4.0,Houston
e0e9d9dab712,cc76444e8a8004,01/07/2013,Adoption,,Dog,Tan/Black,12.0,San Antonio
531d7022ab79,01bdc72da88b72,06/27/1999,Euthanasia,Suffering,Cat,Black/White,10.0,Houston
3d2979305e99,a75506497d242a,01/30/2017,Adoption,,Cat,Blue Tabby/White,9.0,Austin
4779c2e25756,d53f853d3b9a5c,02/04/2007,Return to Owner,,Dog,Black,3.0,Austin
528bcb5a37c3,a01873d6dc8f9e,08/07/2016,Return to Owner,,Dog,White/Tan,31.0,Houston
5ef68c50e8ec,75948283789a5a,11/19/2014,Transfer,Partner,Cat,Black,3.0,Dallas
24888666eae1,ea58ecf555dcbb,03/22/2015,Transfer,Partner,Dog,White/Brown,27.0,Fort Worth
8ee45dd4061c,03e6787890f363,10/20/2015,Adoption,Foster,Dog,Black/Tan,27.0,San Antonio
3e76805a9abd,929cba303be27c,04/07/2014,Adoption,,Cat,Black Tabby/White,5.0,Austin
b82152f4b272,f93fec42e2e296,03/19/2017,Transfer,Snr,Cat,Orange Tabby,6.0,Fort Worth
3674c535326d,9517d420a21988,07/22/2018,Adoption,,Dog,Tricolor,23.0,Fort Worth
ca033bf28401,7188cdf04c017f,05/29/2017,Adoption,,Cat,Blue,8.0,Dallas
1921a844b102,15b7f52ad4cbff,04/30/2019,Adoption,,Cat,Tortie,4.0,San Antonio
fab6868c9339,b240560214779c,12/01/2017,Transfer,Snr,Cat,Torbie,8.0,Austin
109c469a72ba,d01bd652db2494,11/28/2013,Adoption,,Dog,Gold/White,25.0,Austin
c740b645b1ef,ceebb0c9b19226,03/10/2020,Return to Owner,,Dog,White/Tan,7.0,Houston
81f80331db65,9c3d91360fccec,03/09/2018,Adoption,,Dog,Sable,41.0,Houston
b604ff258f5a,8f24f03d109c38,04/12/2016,Adoption,Foster,Cat,Black/White,5.0,Dallas
21b81cb06369,28286e8ff0f409,04/29/2016,Adoption,,Cat,Black,6.0,San Antonio
626f3896f87b,901c3cad68aeb5,02/15/2016,Euthanasia,Suffering,Cat,Brown Tiger/White,7.0,Austin
467326c5e1e0,fa4ffbf2faa30d,04/11/2014,Transfer,Partner,Cat,Lynx Point,7.0,Houston
c235db55ca1a,7c9fa979f1f956,07/25/2020,Adoption,,Cat,Orange Tabby,8.0,San Antonio
38ee82269dca,c3664cfed6d212,12/03/2018,Adoption,,Dog,Brown/Black,20.0,Dallas
b45df888997b,66a9a55b47fe73,01/16/2014,Transfer,SCRP,Cat,Blue Tabby/White,2.0,Houston
0e085e2872c4,d269f5b48bf789,10/27/2012,Adoption,Foster,Dog,Sable,35.0,Fort Worth
eb4c8250d766,a1ba96227f117c,03/29/2014,Adoption,Foster,Cat,Orange Tabby,9.0,San Antonio
a131feb81472,9e5faa8fcb7a0c,04/05/2015,Adoption,,Cat,Blue,2.0,Houston
5673cd0deee0,edb95ecaf19622,06/04/2017,Transfer,Partner,Cat,Black/White,2.0,Austin
d8245f3251c9,d2b5486e57752b,10/05/2013,Return to Owner,,Dog,Black/Tan,29.0,Austin
12fc69d22d68,88ee77bcf4d2a4,06/16/2014,Transfer,SCRP,Cat,Brown Tabby,9.0,Austin
aa96ca96e709,e33d347d233555,05/23/2013,Return to Owner,,Dog,Black/White,41.0,Dallas
f3bbd1ea2844,c36619a59a0195,12/07/2013,Rto-Adopt,,Dog,Black/White,28.0,Austin
5084894d9daf,b38d33c85c87b0,07/18/2013,Adoption,,Dog,Chocolate/White,25.0,Dallas
8cace2540ebd,618b734954caf3,07/23/2017,Transfer,Partner,Dog,Black/White,37.0,Houston
9e937f657be1,cd23d74a10dda6,03/11/2016,Adoption,,Dog,White,15.0,Austin
4057c60096fe,d6ed75f31f945e,10/11/2019,Adoption,,Dog,Brown,40.0,Houston
21af367cd511,274ab595be907a,07/12/2014,Transfer,Partner,Cat,Black/White,7.0,Fort Worth
9426e96d1561,c767b9328aef6f,07/23/2016,Adoption,,Cat,Blue/White,7.0,Dallas
dbd766b7f4ae,43d7df829fac99,12/11/2015,Return to Owner,,Dog,Blue Tick/Black,41.0,Fort Worth
2313050cd0b3,8e23fbe1c893d9,11/18/2015,Adoption,,Dog,Black,9.0,Fort Worth
ba0d8a3cbbe4,8277f72ef87817,02/11/2012,Transfer,SCRP,Cat,Blue/White,7.0,San Antonio
d57e8ea0ccd1,6575f26b8e6a14,07/01/2014,Transfer,Partner,Cat,Orange Tabby/White,3.0,San Antonio
ec837d6737f5,e8a48d3dd19e5f,10/17/2014,Died,In Foster,Cat,Seal Point,4.0,Fort Worth
1008b7d9438e,12ade91a34771a,06/08/2015,Adoption,,Dog,Black/White,30.0,Fort Worth
25316f9c6a33,1deca4652339c2,05/28/2014,Adoption,Foster,Dog,Yellow,45.0,Austin
671c41081de3,c65c56def2eb43,07/20/2018,Transfer,Partner,Cat,Brown Tabby,8.0,Austin
37c5b7ad4fe3,4aa0bb8047221e,06/20/2016,Adoption,Foster,Cat,Tortie,5.0,Houston
0f29f40ea51f,e8e4525a622f1d,01/11/2019,Return to Owner,,Dog,Red/Black,19.0,Dallas
3373103dc901,6e8bb15dabfec0,09/04/2012,Return to Owner,,Dog,Brown Brindle/White,48.0,Dallas
61213d0624fb,fbb89885709607,04/09/2012,Return to Owner,,Dog,White/Black,37.0,Fort Worth
a7820a53aaf3,d31226f25ae612,05/06/2019,Transfer,Partner,Cat,Black/White,3.0,Dallas
3441b202d58f,7c78c98efecfd2,05/01/2013,Return to Owner,,Dog,Sable,43.0,Dallas
eb9732145004,0c7c9531d1a751,07/19/2020,Adoption,Foster,Cat,Blue Tabby,6.0,San Antonio
1f1b17131de7,d70c3c4c9b303a,04/05/2018,Transfer,Partner,Dog,Black/Tan,7.0,Austin
2ebae49e1b1a,933ad3d9afa762,08/16/2017,Transfer,Partner,Cat,Gray Tabby,2.0,Dallas
b7951ef17497,0d5e418b18b78d,06/19/2013,Return to Owner,,Dog,Brown Brindle/White,7.0,Austin
bd9cd661989f,7658a305c8f3e5,11/30/2009,Adoption,,Dog,White/Brown,39.0,Houston
5e5e59a77242,b0ad9249fa7872,07/24/2015,Return to Owner,,Dog,Chocolate/White,27.0,Houston
82e1cdab6a1b,33a4a29ad7bbeb,01/25/2019,Adoption,,Dog,Black,3.0,San Antonio
f97ddacc3aa9,cbb7249cb41cea,12/27/2011,Return to Owner,,Dog,Black/Tan,48.0,San Antonio
696d679da2bb,e1c8bb5364754c,01/08/2016,Adoption,,Dog,White/Brown,40.0,Dallas
9ad53adb5a7a,c2136e7c3486c4,11/15/2013,Return to Owner,,Dog,White,6.0,Houston
ba2fc5ebd283,6d2698e767c1d0,08/07/2013,Adoption,,Dog,Black/Brown,29.0,San Antonio
15448e0ae35f,aa25c4609c4be2,07/29/2018,Adoption,,Dog,Black/White,48.0,Austin
6bf4443ef100,ce9d7675cff442,02/13/2020,Adoption,Foster,Dog,Tricolor,14.0,Dallas
8f80c2e169e6,455f34c79bc942,03/15/2012,Adoption,,Dog,Gray/White,46.0,Houston
5972a4f546c7,0fecb17b9187ef,09/27/2017,Transfer,Partner,Dog,Tan,39.0,Fort Worth
5a77fceb6fe3,6bff2dbd43aa1d,09/01/2013,Return to Owner,,Dog,White/Black,12.0,Austin
2992a11c076c,daf072467fbb4a,12/01/2017,Adoption,,Dog,Brown/Black,42.0,Fort Worth
b9187c6444c7,cde7e143f6738e,04/22/2015,Adoption,,Cat,Blue,7.0,Austin
209be9580488,75184d89733363,06/08/2014,Transfer,Partner,Cat,Black,10.0,Houston
7547ff687846,90604815e3b545,02/04/2016,Adoption,,Dog,Brown Merle/White,9.0,Austin
4abe20728708,4f8250ff99e37c,08/18/2016,Return to Owner,,Dog,Tan/White,19.0,Houston
2070de85b41d,581862f6cc75fc,07/26/2014,Return to Owner,,Dog,Brown,46.0,Fort Worth
a60b5db6d82f,97b41dbbda2c61,10/13/2019,Adoption,,Dog,Brown/White,25.0,Houston
653ea3bca0bb,8e8a37d6dd7636,09/05/2014,Adoption,,Dog,Black/White,39.0,Austin
ff6fe8c7cd3c,3b4ef271a3e434,04/08/2005,Return to Owner,,Dog,Black,40.0,Austin
f8b71beccc86,5242e7fd9ce49c,04/08/2014,Adoption,,Cat,Black/White,10.0,Dallas
2d97884efa66,7f47a6e72c87b1,03/22/2020,Rto-Adopt,,Dog,Brown/Black,3.0,Austin
c9fe85e44a89,299fee6b3eb3ea,01/17/2019,Return to Owner,,Cat,Brown Tabby/White,7.0,Houston
ef04d97e6587,a8b43c7fef6eef,09/07/2017,Adoption,,Dog,Brown/White,27.0,Austin
231f0d87fe7a,4f7a4cb4937a50,03/31/2016,Adoption,,Dog,Tan,49.0,Houston
ee13911fcd9e,c47b50c3868715,08/02/2013,Transfer,Partner,Dog,White/Tan,17.0,San Antonio
955cb6961ea1,876eaaf169fab5,09/07/2013,Adoption,,Cat,Black,4.0,Dallas
4a4528b0ee86,1c65aaa2eef546,07/03/2003,Euthanasia,Suffering,Dog,Black/Tan,35.0,Dallas
50938fd8ea68,a9268587bd8a00,09/13/2013,Adoption,,Cat,Brown Tabby,5.0,Fort Worth
f9ceb525de69,611d9ddb551908,05/07/2012,Transfer,Partner,Cat,Brown Tabby,8.0,Dallas
5756cd856111,c3b1f09ee07d0a,12/31/2008,Adoption,Foster,Dog,White,9.0,Houston
16de7b1ad166,336906d6019a07,04/11/2018,Adoption,Foster,Cat,Brown Tabby/White,4.0,Austin
199172fdfc02,c124e15cbd7081,09/30/2017,Adoption,,Dog,Black/White,44.0,San Antonio
a04e6f1f59bd,af1ddd2b0d50df,02/23/2018,Return to Owner,,Cat,Black,3.0,Houston
d34a73508351,2f6da3da1451b4,06/05/2014,Adoption,,Dog,White,44.0,Fort Worth
d6a46c4e84cf,f7073939a66475,06/23/2015,Adoption,,Dog,Black/Tan,14.0,Austin
053b9ad317cb,b0d92732f4b740,10/16/2016,Transfer,Partner,Dog,Brown/Tan,14.0,San Antonio
10ea7dba1226,d40bd2c54b961d,04/09/2015,Transfer,Partner,Cat,Brown Tabby/White,5.0,San Antonio
b84894003c7d,a055bb9d0c8e6b,04/19/2014,Transfer,Partner,Dog,Brown Brindle,43.0,San Antonio
ea8e7a4c3c42,970e8240d97dd4,04/29/2017,Euthanasia,Suffering,Cat,Black Smoke,2.0,Houston
33034866587f,6cd4fa2cbd6c29,05/23/2018,Transfer,Partner,Dog,Black/Brown,16.0,Fort Worth
ed7b2b4f6113,eee4e95737c792,09/13/2015,Adoption,,Cat,Black/White,5.0,San Antonio
4e7493283db8,dcf46da07f39c6,06/05/2015,Adoption,,Dog,Tan/White,14.0,Houston
470cc90f0e22,d212ef919831db,09/26/2014,Transfer,Partner,Dog,Tan,33.0,Austin
0cad7c5753dd,de0e8f272d02a5,03/02/2016,Transfer,Partner,Dog,Tan/White,39.0,Fort Worth
6aeb10084147,4cb9fcd865995d,10/20/2015,Adoption,,Cat,Calico,8.0,Dallas
7.813138955E+17,ae764076b6bb24,09/12/2018,Transfer,Partner,Cat,White/Black,2.0,Austin
2605fd914d57,4e0ae88075bfb8,06/23/2017,Adoption,,Dog,Tricolor,43.0,Houston
077add3bad4e,7e352e25ec2f64,09/08/2014,Adoption,,Cat,Black,2.0,Austin
6f355f536ba4,c173b4f6d22be0,04/17/2016,Transfer,Partner,Cat,Orange Tabby/White,8.0,San Antonio
0d2b78be4601,87e20d3de55046,07/01/2019,Adoption,,Cat,Brown Tabby/White,2.0,San Antonio
73224e1c33d9,9640f85f7c250e,03/31/2017,Adoption,,Dog,Black/White,38.0,Austin
38f8cc2318fd,876e3ec0cb7181,07/10/2008,Transfer,Partner,Dog,White/Blue Merle,24.0,Austin
fe82f4d5a7d0,11037e3f285252,10/11/2017,Transfer,Partner,Cat,Brown Tabby,7.0,Dallas
322967b2a99a,2b9d1c2a397b42,01/25/2008,Transfer,Partner,Dog,Tan,33.0,Dallas
0da61c57b689,eb45bc328a6356,05/06/2015,Return to Owner,,Cat,Orange Tabby/White,9.0,San Antonio
e3dc0f584f3a,3b14700d05946b,02/20/2018,Adoption,,Dog,Tan/Black,14.0,Austin
f63cd8198fbc,879cb83c717d13,05/07/2013,Transfer,Partner,Dog,Tan/White,42.0,Houston
7708b4655efc,048dd664608225,04/28/2015,Adoption,Foster,Cat,Black,6.0,Austin
d4693f4c8b61,7998c40091b9cd,04/03/2017,Adoption,,Cat,Orange Tabby,2.0,San Antonio
108af456c3e5,cde80d29d1f9a4,03/09/2016,Adoption,,Cat,Orange Tabby,10.0,Austin
ac9087007db0,745d630e984f67,04/01/2010,Return to Owner,,Dog,Tricolor,21.0,Austin
7e2dcb1e8a28,eb774dab1d3670,08/05/2011,Adoption,,Dog,White/Tan,35.0,Houston
a7c424d20ca6,3149cd1cb59c7c,06/09/2019,Adoption,,Dog,Black/White,42.0,Dallas
23868938e839,6bb9d03fddc191,02/21/2019,Transfer,Partner,Cat,Black/White,8.0,San Antonio
341491522bf0,39f88e9a314e8c,11/13/2018,Adoption,,Cat,Orange Tabby/White,9.0,Austin
cea4ab497ab1,0589ea98e9fd47,06/08/2013,Adoption,,Dog,Black/Brown,13.0,Houston
e2c598958ff7,fa548895646a99,03/14/2019,Adoption,,Cat,Brown Tabby,4.0,Houston
152fab9eb781,5be559f8841840,12/07/2013,Return to Owner,,Dog,Black/White,27.0,Austin
4111e4e50092,fe6da53d59dd62,04/22/2011,Adoption,,Cat,Black,2.0,San Antonio
ac2060b8868d,77cd9d495d0e0a,07/26/2019,Disposal,,Cat,Orange,7.0,Austin
fef6814f8645,75e36390792441,06/11/2015,Adoption,,Dog,Brown Brindle/White,34.0,Austin
b4c2bbb6a871,cf94fb36d17d43,04/12/2017,Transfer,Snr,Cat,White/Black,6.0,Dallas
471a94d7f404,6e298eaf3e2b14,09/17/2015,Transfer,Partner,Cat,Black,9.0,Houston
ab0a8bf06720,bea0f07938d6fb,06/26/2011,Return to Owner,,Dog,Yellow,20.0,Dallas
9747a18ce002,52c8e761ef254a,05/27/2016,Return to Owner,,Dog,Brown/Black,30.0,San Antonio
fdb8d1823d66,c3c00ecc265943,02/16/2015,Return to Owner,,Dog,Brown Brindle/White,41.0,San Antonio
e1a441e3d286,9ef1ed5a5f238c,04/24/2014,Adoption,,Cat,Brown Tabby/White,10.0,Austin
d939b8d0e6bc,501dafbbe977c5,10/29/2017,Return to Owner,,Cat,Brown Tabby,8.0,Austin
66fb6c4e7026,8f2f8fcef2d3d2,06/10/2018,Transfer,Partner,Dog,Tan/Black,26.0,Fort Worth
3e106933a0ee,6e4aa4bfd89a01,09/18/2018,Transfer,Partner,Dog,Black/White,12.0,San Antonio
ab21ab9e3540,c07ec2aaf80ff9,09/15/2019,Return to Owner,,Dog,Brown/Black,16.0,Austin
92cecfa72e48,28ea3de29d1be6,09/25/2009,Return to Owner,,Dog,Black,44.0,Fort Worth
3d17cf38f120,d23934b2c6c8ff,11/03/2011,Return to Owner,,Dog,Black/White,30.0,San Antonio
a46afeade990,518c653ae66598,08/18/2018,Died,In Kennel,Cat,Brown Tabby,10.0,Houston
b1632fce721d,805be522c56046,09/23/2014,Adoption,,Dog,White/Black,18.0,Houston
4dd62aa3ee17,6e2c52f6fe49ac,10/28/2015,Adoption,,Dog,Black/Tan,13.0,Austin
9e119db1688d,ec353e605aada3,09/04/2013,Transfer,Partner,Dog,White/Blue,5.0,Austin
0166840c2af1,22ad283744ef0a,09/19/2016,Adoption,Foster,Cat,Torbie,10.0,Fort Worth
73d5a105bf02,c3c8926fc10a9c,03/12/2016,Rto-Adopt,,Dog,Brown,36.0,Fort Worth
f5c666c8aad6,ed968c6d735211,09/06/2017,Adoption,,Cat,Blue/White,10.0,Dallas
23879f90343e,5a3373cbcbd9c8,02/03/2010,Euthanasia,Suffering,Cat,Orange Tabby,5.0,San Antonio
1503befb39c8,54d95e3927ab3f,01/21/2014,Transfer,Partner,Dog,Black/White,43.0,Dallas
ed2a30864d15,90f876d1156c84,05/28/2008,Transfer,Partner,Dog,Black,11.0,Fort Worth
9e4591b666a6,ccabd0ecec803c,05/29/2019,Adoption,,Dog,Black/White,37.0,Austin
